COMERCIO,COMENTÁRIO,DATA,AVALIACAO,SETOR,TextBlob,Unnamed: 6
Zé Latinhas,"Comida muito bem feita, leve e variada. Ela é reposta o tempo todo. E com ótimo preço. Aceita cartão e café com rapadura por conta.",5 anos atrás,5,Central,,
Zé Latinhas,Um bom lugar pra tomar umas e curtir um sambinha de rua,um ano atrás,4,Central,,
Zé Latinhas,"Comida maravilhos Mais
Preço por pessoa
R$ 20–40…",4 dias atrás,5,Central,,
Zé Latinhas,Muito bom e democrático. É o bar da juventude.,um ano atrás,5,Central,,
Zé Latinhas,"Atendimento muito bom, ambiente acolhedor, boa localização",um ano atrás,4,Central,,
Zé Latinhas,Bom mas pode melhorar.,7 meses atrás,3,Central,,
Zé Latinhas,"Música boa
Ambiente agradável
Bom atendimento",um ano atrás,5,Central,,
Zé Latinhas,"Delícia Mais
Preço por pessoa
R$ 40–60…",um mês atrás,5,Central,,
Zé Latinhas,Não gostei muito demorou o atendimento,9 meses atrás,1,Central,,
Zé Latinhas,"Barzinho do baixo centro, cerveja gelada, música top!",um ano atrás,5,Central,,
Zé Latinhas,"Adoro esse lugar!!! Bar de energia boa!!!
",11 meses atrás,5,Central,,
Zé Latinhas,Não foi na Ana não  …,6 meses atrás,1,Central,,
Zé Latinhas,"Ambiente agradável, com pessoas incríveis nos atendendo",um ano atrás,5,Central,,
Zé Latinhas,Ótimo lugar com música a beira da rua,um ano atrás,5,Central,,
Zé Latinhas,Ótimo bar no centro de Goiânia.,9 meses atrás,5,Central,,
Zé Latinhas,"Local , ambiente interessantes!",9 meses atrás,4,Central,,
Zé Latinhas,Reavivando o centro!!!,3 meses atrás,4,Central,,
Zé Latinhas,Amo esse lugar,6 meses atrás,5,Central,,
Zé Latinhas,"Música e atendimento impecável, um ótimo lugar.",um ano atrás,5,Central,,
Zé Latinhas,Maravilhoso!,2 meses atrás,4,Central,,
Zé Latinhas,Lugar maravilhoso e com um atendimento excelente!,8 meses atrás,5,Central,,
Zé Latinhas,Meu refúgio em Goiania,3 meses atrás,5,Central,,
Zé Latinhas,"Bom, alternativo.",5 meses atrás,3,Central,,
Zé Latinhas,"Lugar simples, porém muito limpo e organizado.A comida é muito boa!!",4 anos atrás,5,Central,,
Zé Latinhas,"Ótimo lugar, ótimas músicas, poucas mesas",um ano atrás,5,Central,,
Zé Latinhas,"Ambiente bom, comida boa com preço justo. Recomendo",4 anos atrás,5,Central,,
Zé Latinhas,"Bacana demais o espaço, no Centro da Capital. Valeu!",um ano atrás,5,Central,,
Zé Latinhas,Ótimo atendimento! @s atendentes são lindes!!,um ano atrás,5,Central,,
Zé Latinhas,Gostei. Ambiente saudável  …,8 meses atrás,5,Central,,
Zé Latinhas,"a 14 anos frequento o latinhas , e a sua comida até hoje e impecável!!",2 anos atrás,5,Central,,
Zé Latinhas,"Poucas opções, comi fria, tempero muito forte, alguns itens muito salgado",2 anos atrás,1,Central,,
Zé Latinhas,Agradavel,3 meses atrás,5,Central,,
Zé Latinhas,"Muito bom,toda vez que venho pra Goiânia almoço lá",2 anos atrás,5,Central,,
Zé Latinhas,Ótimo lugar,4 meses atrás,5,Central,,
Zé Latinhas,"Muito bom,  lá tem um peixe empanado maravilhoso...",4 anos atrás,5,Central,,
Zé Latinhas,Ótimo... lugar e pessoas,8 meses atrás,5,Central,,
Zé Latinhas,Ótimo sempre almoço Lá com meus filhos..,3 anos atrás,3,Central,,
Zé Latinhas,Excelentes ótima comida bom atendimento  …,2 anos atrás,5,Central,,
Zé Latinhas,Lugarzinho mto legal com público alternativo .,um ano atrás,5,Central,,
Zé Latinhas,muito atrativo,4 meses atrás,5,Central,,
Zé Latinhas,Preço justo é comida muito boa. Boa localização e bom atendimento.,6 anos atrás,4,Central,,
Zé Latinhas,Ambiente aconchegante e atendimento de qualidade.,um ano atrás,5,Central,,
Zé Latinhas,"Bar de calçada no centro, rolê perfeito",um ano atrás,4,Central,,
Zé Latinhas,Muito bom,10 meses atrás,5,Central,,
Zé Latinhas,EXCELENTE recomendo demais irem ao Zé Latinhas  …,um ano atrás,5,Central,,
Zé Latinhas,Local muito agradável,6 meses atrás,5,Central,,
Zé Latinhas,"Ambiente familiar, respeitoso e comida simples e saborosa.",4 anos atrás,5,Central,,
Zé Latinhas,Top demais,3 meses atrás,5,Central,,
Zé Latinhas,Comida variada muito bem feita tempero leve e ótimo preço,5 anos atrás,4,Central,,
Zé Latinhas,"Comida caseira, simpes mas bem feita. Bom atendimento",4 anos atrás,4,Central,,
Zé Latinhas,Otimo lugar muito animado com atendimento muito bom,um ano atrás,5,Central,,
Zé Latinhas,Ambiente aconchegante,5 meses atrás,5,Central,,
Zé Latinhas,"Lá é maravilhoso pra quem curte diversidade
",um ano atrás,5,Central,,
Zé Latinhas,"Péssimo, não gostei",8 meses atrás,1,Central,,
Zé Latinhas,Boa comida e ótimo atendimento,um ano atrás,5,Central,,
Zé Latinhas,Ótimo lugar,5 meses atrás,5,Central,,
Zé Latinhas,Lugar limpo e comida e preço bom.,4 anos atrás,4,Central,,
Zé Latinhas,Lugar muito agradável no centro de gyn,um ano atrás,5,Central,,
Zé Latinhas,"Ótimo lugar, culinária excelente.",2 anos atrás,5,Central,,
Zé Latinhas,Gostei,6 meses atrás,4,Central,,
Zé Latinhas,Restaurante há 52 anos na ativa. Comida caseira barata,4 anos atrás,4,Central,,
Zé Latinhas,O atendimento deixa um pouco a desejar,um ano atrás,4,Central,,
Zé Latinhas,Lugar massa pra conversar com os amigos,um ano atrás,5,Central,,
Zé Latinhas,"Refeição um pouco caro ,mas de ótima qualidade",4 anos atrás,4,Central,,
Zé Latinhas,Lugar excelente!!!!,7 meses atrás,5,Central,,
Zé Latinhas,Lugar para explorar,7 meses atrás,5,Central,,
Zé Latinhas,Lugar muito agradável,7 meses atrás,5,Central,,
Zé Latinhas,Pessoal super educados.,um ano atrás,5,Central,,
Zé Latinhas,"Ruim,atendimento e comida nota 0",3 anos atrás,1,Central,,
Zé Latinhas,Eu amo esse lugar,um ano atrás,5,Central,,
Zé Latinhas,Comida muito boa. Preço compatível,5 anos atrás,4,Central,,
Zé Latinhas,Bom lugar,2 anos atrás,3,Central,,
Zé Latinhas,Bom parece seguro,um ano atrás,5,Central,,
Zé Latinhas,Ze latinha sem latinha,um ano atrás,5,Central,,
Zé Latinhas,Excelente atendimento e delicioso almoço,5 anos atrás,5,Central,,
Zé Latinhas,Ótimo lugar,6 meses atrás,5,Central,,
Zé Latinhas,Muito bom,2 anos atrás,5,Central,,
Zé Latinhas,Otimo mesmo depois de 20 anos,4 anos atrás,5,Central,,
Zé Latinhas,Um lugar bom pra se alimentar,2 anos atrás,5,Central,,
Zé Latinhas,Um bom bar.,10 meses atrás,5,Central,,
Zé Latinhas,"Comida boa, atendimento bom.",5 anos atrás,4,Central,,
Zé Latinhas,Melhor restaurante que já fui,3 anos atrás,5,Central,,
Zé Latinhas,Lugar aconchegante e comida gostosa,2 anos atrás,5,Central,,
Zé Latinhas,Otimo,10 meses atrás,5,Central,,
Zé Latinhas,Ótimo como sempre,um ano atrás,5,Central,,
Zé Latinhas,A caipirinha é maravilhosa!,um ano atrás,5,Central,,
Zé Latinhas,Ambiente incrível,um ano atrás,5,Central,,
Zé Latinhas,Lugar excelente,um ano atrás,5,Central,,
Zé Latinhas,Pela qualidade das comidas e o atendimento,4 anos atrás,4,Central,,
Zé Latinhas,Atendimento excelente!,um ano atrás,5,Central,,
Zé Latinhas,Ótimo,um ano atrás,5,Central,,
Zé Latinhas,Foi bom.,4 anos atrás,4,Central,,
Zé Latinhas,Ambiente bom.,um ano atrás,5,Central,,
Zé Latinhas,Atendimento diferenciado e comida deliciosa.,3 anos atrás,5,Central,,
Zé Latinhas,Muito limpo e comida gostosa,5 anos atrás,5,Central,,
Zé Latinhas,Excelente qualidade do almoço,4 anos atrás,5,Central,,
Zé Latinhas,MUITO BOA,2 anos atrás,5,Central,,
Zé Latinhas,Postei há meia hora,4 anos atrás,4,Central,,
Zé Latinhas,Melhor atendimento,um ano atrás,5,Central,,
Zé Latinhas,Foi Agradável!!,3 anos atrás,4,Central,,
Zé Latinhas,Muito bom!,um ano atrás,5,Central,,
Zé Latinhas,Boa música,um ano atrás,5,Central,,
Zé Latinhas,Muito bom!,2 anos atrás,5,Central,,
Zé Latinhas,Boa,10 meses atrás,5,Central,,
Zé Latinhas,"Comida Boa, garçons gentilmente.",3 anos atrás,5,Central,,
Zé Latinhas,O cupim assado delicioso.,3 anos atrás,4,Central,,
Zé Latinhas,Comida excelente.,um ano atrás,5,Central,,
Zé Latinhas,Chopp campeão!,2 anos atrás,5,Central,,
Zé Latinhas,Péssimo,um ano atrás,1,Central,,
Zé Latinhas,Caro,um ano atrás,3,Central,,
Zé Latinhas,Bonzinho,um ano atrás,4,Central,,
Zé Latinhas,Inesquecível,7 meses atrás,5,Central,,
Zé Latinhas,É  bom,3 anos atrás,3,Central,,
Zé Latinhas,Cremoso,um ano atrás,5,Central,,
Zé Latinhas,Atendimento excelente,um ano atrás,5,Central,,
Zé Latinhas,Ótimo.,4 anos atrás,5,Central,,
Zé Latinhas,Mais mesas;,um ano atrás,2,Central,,
Zé Latinhas,Bom demais,2 anos atrás,5,Central,,
Zé Latinhas,Excelente comida por kilo.,5 anos atrás,5,Central,,
Zé Latinhas,Ótima comida,um ano atrás,5,Central,,
Zé Latinhas,Ótimo lugar.,3 anos atrás,5,Central,,
Zé Latinhas,Foi,3 anos atrás,3,Central,,
Zé Latinhas,Comida muito boa,5 anos atrás,4,Central,,
Zé Latinhas,gostei,4 anos atrás,5,Central,,
Zé Latinhas,Excelente!,5 anos atrás,4,Central,,
Zé Latinhas,Boa refeição,4 anos atrás,4,Central,,
Zé Latinhas,Boa,11 meses atrás,3,Central,,
Zé Latinhas,Boa comida,3 anos atrás,4,Central,,
Zé Latinhas,Muito bom!,4 anos atrás,4,Central,,
Zé Latinhas,Boa comidinha,4 anos atrás,5,Central,,
Zé Latinhas,Comida fria,4 anos atrás,3,Central,,
Zé Latinhas,Atendimento,Comida fria,5,Central,,
Zé Latinhas,Aconchegante,3 anos atrás,4,Central,,
Zé Latinhas,Ótima!!!,2 anos atrás,5,Central,,
Zé Latinhas,Ótima comida,3 anos atrás,5,Central,,
Zé Latinhas,Boa,um ano atrás,1,Central,,
Zé Latinhas,Comida boa...,4 anos atrás,3,Central,,29/7
