COMERCIO,COMENTÁRIO,DATA,AVALIACAO,SETOR,TextBlob,Unnamed: 6,texto_traduzido
Zé Latinhas,"O lugar é Top! Amo!
Nota zero para o banheiro rs",2 meses atrás,4,Central,,,"The place is top! I love!
Zero grade for the bathroom rs"
Zé Latinhas,"Ótimo custo benefício! Ambiente descontraído, petisco delicioso e bons drinks! Ps: possuem um dos melhores bolos de chocolate da vida!
",2 anos atrás,5,Central,,,"Great cost benefit! Relaxed atmosphere, delicious snack and good drinks! PS: They have one of the best chocolate cakes in life!"
Zé Latinhas,"Lugar acolhedor, respeita e propaga a diversidade, proporciona promoções todos os dias e por tudo isso, considero que é atualmente a melhor fonte de entretenimento no centro de Goiânia.
",um ano atrás,5,Central,,,"Welcoming place, respects and propagates diversity, provides promotions every day and for all this, I consider that it is currently the best source of entertainment in downtown Goiânia."
Zé Latinhas,"Chopp gelado, petiscos gostosos (recomendo a coxa crema, é saborosa e com preço justo), música boa e espaço alternativo onde você poder ser quem você é, dancei muito com meus amigos sem receber olhares estranhos. Amei!",7 meses atrás,5,Central,,,"Ice Chopp, Hot Snacks (I recommend the Crema thigh, it is tasty and fair price), good music and alternative space where you can be who you are, I danced a lot with my friends without receiving strange glances. I loved!"
Zé Latinhas,"Chopp bem gelados, música muito boa, (ouvimos jazz), e excelente atendimento.
",9 meses atrás,5,Central,,,"Very cold beer, very good music, (we heard jazz), and excellent service."
Zé Latinhas,Lugar é incrível e o público que frequenta é mais incrível ainda. É muito satisfatório ver esse resgate do centro de uma maneira tão acolhedora e gentil. A reforma que fizeram no bar trouxe muito mais personalidade e significado. Pra melhorar mais só a prefeitura fechando a rua a noite.,9 meses atrás,5,Central,,,Place is amazing and the audience you go to is even more amazing. It is very satisfactory to see this rescue of the center in such a welcoming and kind way. The reform they made at the bar brought much more personality and meaning. To improve more only the city closing the street at night.
Zé Latinhas,"Ambiente super agradável, comida muito boa, e atendentes atenciosos, a comida demorou um pouco mas devia ser por conta da quantidade de pessoas no local",7 meses atrás,4,Central,,,"Super nice atmosphere, very good food, and attentive attendants, the food took a while but it should be due to the number of people on site"
Zé Latinhas,"Lugar muito bom de se conhecer do centro de Goiânia. É um bar e restaurante, no fim de semana o almoço só funciona até sábado, mas o bar fica aberto até domingo. Tem noites com música ao vivo e outras com DJ, tem boas opções de cervejas e ",10 meses atrás,5,Central,,,"Very good place to know the center of Goiânia. It is a bar and restaurant, over the weekend lunch only works until Saturday, but the bar is open until Sunday. There are nights with live music and others with DJ, have good beer options and"
Zé Latinhas,"Quer ter uma boa explicação para poder movimentar o seu corpo? Aqui está uma alternativa excelente para os seus domingos não serem mais os mesmo. Se você já foi no RJ deva ter ouvido falar da Penha, então a experiência eu deixo por conta de vocês irem e apreciar essa pegada de samba carioca.",11 meses atrás,5,Central,,,"Want to have a good explanation to be able to move your body? Here is an excellent alternative for your Sundays to be the same anymore. If you were already in RJ should have heard of Penha, then the experience I leave because you go and enjoy this carioca samba footprint."
Zé Latinhas,"Ambiente agradável, excelente trilha sonora e comida maravilhosa.
",2 anos atrás,5,Central,,,"Nice atmosphere, excellent soundtrack and wonderful food."
Zé Latinhas,"A tarde bebo café, a noite tomo cerveja.
Meu lugar preferido do centro.
",um ano atrás,5,Central,,,"In the afternoon I drink coffee, the night I have beer.
My favorite place from the center."
Zé Latinhas,"O atendimento é tão importante quanto o produto final, um complementa o outro e neste espaço infelizmente não tem um bom atendimento. Fui em um evento de vinil e mentiram pra mim sobre o cardápio de petiscos, dizendo que começariam a servir ",um ano atrás,1,Central,,,"The service is as important as the final product, complements the other and in this space unfortunately has no good service. I went to a vinyl event and lied to me about the snack menu, saying they would start to serve"
Zé Latinhas,"Ótimo local, msm sendo um espaço pequeno,  Mas tem um ótimo atendimento",5 meses atrás,5,Central,,,"Great place, msm being a small space, but has great service"
Zé Latinhas,Quando a demanda tá alta os funcionários tratam os clientes mal.,2 meses atrás,2,Central,,,"When demand is high, employees treat customers badly."
Zé Latinhas,"
um ano atrás",um ano atrás,5,Central,,,one year ago
Zé Latinhas,"A coxa creme é gostosa, mas seria melhor dividida em porções bolinhos menores como os de abóbora com carne seca que são melhores",7 meses atrás,4,Central,,,"The cream thigh is hot, but it would be better divided into smaller dumplings like pumpkin with dried meat that are better"
Zé Latinhas,"Melhor bar !! sempre tem rolê, caso você queira fazer um date, marque antes das 22 porque depois é um carnaval haha mas tem ótimas comidinhas cerveja e chopp gelado, ambiente agradável para date, a galera não saka muito mas tem uns cafés especiais tb.",um ano atrás,5,Central,,,"Best bar !! There is always a roll, if you want to do a date, mark before 22 because then it is a carnival haha ​​but has great food beer and cold beer, pleasant environment for date, the guys do not saka much but have some special cafes too."
Zé Latinhas,"Lugar muito gostosinho para tomar uma.
Acho que precisa ficar melhor organizado a questão do caixa. As vezes forma fila de quem tá comprando ficha e fila de quem quer pegar bebida. Isso dá uma desanimada.",8 meses atrás,4,Central,,,"Very tasty place to take one.
I think you need to get better organized the cashier issue. Sometimes it forms a queue of those who are buying a record and queue of those who want to drink drink. This is discouraged."
Zé Latinhas,Péssimo atendimento. Ontem vi alguém ser assaltado no caixa e a segurança tentou remover o cliente sem nem impedir o roubo e a fim de evitar mais polícia no bar. Atitude deplorável.,9 meses atrás,1,Central,,,Terrible attendance. Yesterday I saw someone be robbed in the cashier and security tried to remove the customer without even preventing theft and in order to avoid more police at the bar. Deplorable attitude.
Zé Latinhas,"Quero ser justa quanto a avaliação ... Inicialmente cheguei e fiquei com medo, visto quantos usuários de drogas e moradores de rua existem nas redondezas do local (infelizmente um problema social bem distante de ser resolvido), porém achei ",um ano atrás,4,Central,,,"I want to be fair about the evaluation ... I initially arrived and I was scared, since how many drug users and homeless people there are around the place (unfortunately a far away social problem of being solved), but I found"
Zé Latinhas,"Ambiente aconchegante, bom atendimento, povo bonito!",3 meses atrás,5,Central,,,"Cozy atmosphere, good service, beautiful people!"
Zé Latinhas,"Fui nesse bar algumas vezes, e me arrependo de todas, os funcionários não atendem a gente direito, é sempre uma humilhação pra conseguir mesa e cadeira, mesmo nos dias do meio da semana, o pedido de uma simples coxa creme demorou mais de 40 ",um ano atrás,1,Central,,,"I went to this bar a few times, and I regret all, the employees do not serve us right, it is always a humiliation to get a table and chair, even mid -week, the request of a simple thigh cream took more than 40"
Zé Latinhas,"Clima muito gostoso, som super maneiro, chopp gostoso e com preço até que justo, atendimento nota 10... A única coisa que estraga é DJ tocando música eletrônica, na minha humilde opinião, não combina nada com o lugar.",um ano atrás,5,Central,,,"Very tasty climate, super cool sound, hot beer and price until fair, service note 10 ... The only thing that spoils is DJ playing electronic music, in my humble opinion, does not combine anything with the place."
Zé Latinhas,"Amo dms  os garçons super educados , a comida maravilhosa e a caipirinha uma delícia , vou pra lá sempre q posso …",7 meses atrás,5,Central,,,"I love dms the super educated waiters, the wonderful food and the caipirinha a delight, I go there always that I can…"
Zé Latinhas,"Comida muito bem feita. Ótimas opções.
O atendimento de garçons e da cozinha foi bem limitado. Não souberam lidar com um grupo de amigos que chegou junto, sendo que foram avisados.",10 meses atrás,4,Central,,,"Very well done food. Great options.
The service of waiters and the kitchen was very limited. They could not deal with a group of friends who arrived together, and were warned."
Zé Latinhas,"O pessoal de atendimento são muito legais e educados, mas não dão conta da alta demanda. Esperei 1:30 por uma coxinha. Não dá!",3 meses atrás,3,Central,,,"The service staff are very cool and educated, but do not realize the high demand. I waited 1:30 for a drumstick. It does not give!"
Zé Latinhas,Podem ver minhas avaliações de bar aqui no Google. Frequento muito. Mas nunca passei tanto constrangimento num bar como passei hoje. Primeiro a porção que pedimos demorou mais de hora..reclamei pra 3 garçons e depois pra gerente.  Depois ,um ano atrás,1,Central,,,You can see my bar reviews here on Google. I go a lot. But I never spent so much embarrassment in a bar as I passed today. First the portion we ordered it took more than hour. I reached for 3 waiters and then to the manager. After
Zé Latinhas,"Passei de passagem. Parece muito bom, confortável, turma boa.",4 meses atrás,4,Central,,,"I passed passing. It looks very good, comfortable, good class."
Zé Latinhas,Local possui 3 tipos de ambientes.  Conta com djs. Comida excelente e preço ok. Durante a semana tem promo de bebidas.,7 meses atrás,5,Central,,,Local has 3 types of environments. Has DJs. Excellent food and price ok. During the week there is a drink promo.
Zé Latinhas,Vibe legal mas as comidas são caríssimas e vem em pouca quantidade.,5 meses atrás,3,Central,,,Cool vibe but foods are very expensive and come in small quantities.
Zé Latinhas,Bem legal tomar uma geladinha nas sextas feiras a noite,3 meses atrás,5,Central,,,Very nice to have a cold on Fridays at night
Zé Latinhas,"Atendimento precário, não consigo avaliar o cardápio pq esperei quase 40 min, pra eles chegarem com um “parece q teve um erro no sistema e seu pedido não foi realizado, quer refazer?”",um ano atrás,1,Central,,,"Precarious service, I can not evaluate the menu because I waited almost 40 min, for them to arrive with a ""it seems that there was an error in the system and their order was not made, want to redo?"""
Zé Latinhas,Lugar incrível para tomar umas rsrs,um mês atrás,5,Central,,,Amazing place to take some lol
Zé Latinhas,"Uma pessoa que se dizia gerente cobrou a conta novamente, sorte que uma moça super educada que nos atendeu tinha nos dado um controle do ué consumimos e do que já tinha sido pago! Lá na Casa Liberté do Heitor, que é de frente nunca passamos situação parecida!",um ano atrás,2,Central,,,"A person who claimed to be manager charged the bill again, lucky that a super educated girl who answered us had given us a control of the one we consumed and what had already been paid! At home Liberté do Heitor, which is ahead we never pass similar situation!"
Zé Latinhas,"Comida cara, bebida quente e atendimento fraco.",4 meses atrás,2,Central,,,"Food expensive, hot drink and weak service."
Zé Latinhas,Um ótimo local para encontrar os amigos e se divertir por algumas horas!,6 meses atrás,4,Central,,,A great place to meet friends and have fun for a few hours!
Zé Latinhas,"Ótimo lugar! Infelizmente o atendimento que deixa a desejar. Um tal de Robert foi grosso. Os outros fingiam nem me ver. Só a Mazé que foi gentil, atenciosa e me fez querer voltar. Gerência, fazer dela a funcionária exemplar!",um ano atrás,3,Central,,,"Great place! Unfortunately the service that leaves something to be desired. One of Robert was thick. The others pretended or see me. Only Mazé who was kind, attentive and made me want to come back. Management, make it the exemplary employee!"
Zé Latinhas,"Ambiente aconchegante, calmo, muito bem cuidado. Melhores carnes na cidade. Altamente recomendável para quem está no centro e precisa almoçar.",11 meses atrás,5,Central,,,"Cozy atmosphere, calm, very well maintained. Best meats in the city. Highly recommended for those in the center and need to have lunch."
Zé Latinhas,"Fui na quarta onde tinha  jazz ao vivo, foi divertido. Só achei que a diversidade e a quantidade de petiscos deixa a desejar.",um ano atrás,4,Central,,,"I went to the Wednesday where I had live jazz, it was fun. I just thought the diversity and amount of snacks leaves."
Zé Latinhas,"Ñ foi a melhor experiência do mundo, mais o local e animado, músicas ótimas e pessoas lindas.
Uma ótima decoração e ambiente agradável...",um ano atrás,4,Central,,,"Ñ ​​was the best experience in the world, more the place and excited, great songs and beautiful people.
A great decoration and pleasant environment ..."
Zé Latinhas,"Ótima, já sou cliente a anos do Zé Latinhas. Uma excelente variedade de comidas ao gosto e alcance dos consumidores, a qualidade e higiene já mais deixou a desejar, o atendimento cortês e sempre supervisionado pelos proprietários, o casal Zé Latinhas, eu recomendo.",um ano atrás,4,Central,,,"Great, I'm already a customer for Zé Latinhas years. An excellent variety of food to the taste and reach of consumers, the quality and hygiene already left something to be desired, the courteous service and always supervised by the owners, the couple Zé Latinhas, I recommend."
Zé Latinhas,"Um bar que não quer ser bar. Horário de funcionamento esquisito (fechando 3 horas mais cedo que outros bares), opções alcoólicas limitadas, regras sem noção (brigaram com o pessoal da mesa do lado por juntar mesas, prática normal em ",um ano atrás,2,Central,,,"A bar that doesn't want to be a bar. Weird opening hours (closing 3 hours earlier than other bars), limited alcoholic options, clueless rules (they fought with table staff by bringing tables, normal practice in"
Zé Latinhas,"Gostei muito do ambiente, porém o cardápio de comidinhas é muito limitado. NÃO TEM BATATA FRITA!! Não sei se volto, mas pra quem não se preocupa com isso é um lugar bom pra beber pelo Centro.",um ano atrás,3,Central,,,"I really liked the environment, but the food menu is very limited. There is no chips !! I don't know if I come back, but for those who don't worry about it is a good place to drink through the center."
Zé Latinhas,"Ahhhhhh que tudo esse lugar! Muita gente feliz, que cuida da própria vida. Pensa num lugar bom z alternativo, músicas boas, gente de todo tipo, sem preconceito, sem lenga lenga, todo mundo querendo se divertir, tomar sua geladinha, dançar, fumar, seja lá oq for, todos estão ali de boa curtindo. Amei, já fui 3x e vou querer voltar  …",um ano atrás,5,Central,,,"Ahhhhhh that all this place! A lot of happy people, who take care of their lives. Think of a good place alternative, good songs, people of all kinds, without prejudice, without lenga lenga, everyone wanting to have fun, take their cold, dance, smoke, whatever, everyone is there good enjoying. I loved it, I was 3x and I want to come back…"
Zé Latinhas,"É um lugar pra ir com os amigos tomar uma cerveja, ou tomar um café sozinho de tarde. Gosto bastante do local, ainda mais por ser no centro, a região pedia por um lugar pra animar os dias e noites do setor, que deveria ser muito mais movimentado, afinal é o setor central de Goiânia.",um ano atrás,5,Central,,,"It's a place to go with friends to have a beer, or have a coffee alone in the afternoon. I really like the place, especially because it was in the center, the region asked for a place to cheer up the days and nights of the sector, which should be much busier, after all is the central sector of Goiânia."
Zé Latinhas,"Local agradável, preço compatível.",3 meses atrás,5,Central,,,"Nice place, compatible price."
Zé Latinhas,"Gostei, mas senti falta de cerveja e mais opções de petisco de bar mesmo. Mas além disso o atendimento é bom, o lugar tem uma vibe legal e a localização é super inusitada e eu adorei.",um ano atrás,4,Central,,,"I liked it, but I missed beer and more bar snack options. But besides the service is good, the place has a nice vibe and the location is super unusual and I loved it."
Zé Latinhas,"Um tradicional bar de Goiânia que foi repaginado  onde talvez deveria ter um mural contando a história do estabelecimento, que diga-se de passagem, em nada lembra o Zé Latinhas de outrora. No mais tornou-se um ambiente alternativo com um atendimento excelente e preços acessíveis.",um ano atrás,4,Central,,,"A traditional bar from Goiânia that was revamped where you should have a mural telling the history of the establishment, which is by the way, in no way resembles the yards of yore. In the most it became an alternative environment with excellent service and affordable prices."
Zé Latinhas,"Pontos positivos: frequentado por pessoas de paz, preços acessíveis, charmoso e com boa vibe.
Pontos negativos: os drinks têm pouco álcool e não são muito bons,",um ano atrás,4,Central,,,"Positives: frequented by peace people, affordable, charming and good vibe.
Negative Points: Drinks have little alcohol and are not very good,"
Zé Latinhas,"Lugar muito bom, aconchegante, ótimo atendimento... Voltarei sempre!!! Gostaria de opções em cerveja ""litrão""",10 meses atrás,5,Central,,,"Very good place, cozy, great service ... I will always come back !!! I would like options in ""liter"" beer"
Zé Latinhas,"Barzinho maravilhoso, musica boa e comida melhor ainda. Um salve para as atendentes do local, pessoas incríveis.",um ano atrás,5,Central,,,"Wonderful bar, good music and even better food. A save to the place attendants, amazing people."
Zé Latinhas,"Wallex Nunes
Local Guide · 72 avaliações


5 meses atrás
Tem brigas tem. Mas e bom o ambiente",x Nunes,0,Central,,,"Wallex Nunes
Location Guide · 72 Reviews


5 months ago
Has fights have. But good the environment"
Zé Latinhas,"Ambiente muito agradável, comida uma delícia a cerveja barata e bem gelada",um ano atrás,5,Central,,,"Very pleasant environment, food a delight to cheap and cold beer"
Zé Latinhas,"Lugar maravilhoso e muito agradável. Música boa e bebidas super em conta, preços acessíveis e ótimos petiscos (o bolinho de abóbora é ótimo). Com certeza um ótimo rolê para fazer com amigos ou um datezinho.",um ano atrás,5,Central,,,"Wonderful and very nice place. Good music and super -affordable drinks, affordable prices and great snacks (the pumpkin dumpling is great). For sure a great roll to do with friends or a date."
Zé Latinhas,"Eu tô apaixonada em todos os atendentes, a caipirinha foi uma das melhores que tomei em toda Goiânia equilibrada, preço muito acessível. Confortável demais , trilha sonora impecável, fui apenas uma vez mais sério o lugar faz jus a sua fama  …",um ano atrás,5,Central,,,"I'm in love with all attendants, Caipirinha was one of the best I took throughout Goiânia balanced, very affordable price. Too comfortable, impeccable soundtrack, I was only once more seriously the place lives up to your fame…"
Zé Latinhas,"Boa comida, cerveja gelada.",2 meses atrás,2,Central,,,"Good food, cold beer."
Zé Latinhas,Adoro esse lugar na hora do almoço  comida perfeita  e a  noite super agradável e petiscos deliciosos,10 meses atrás,5,Central,,,I love this place at lunch time perfect food and the night super nice and delicious snacks
Zé Latinhas,"O atendimento é bem demorado, mas fora isso o ambiente é até agradável quando não está lotado...",10 meses atrás,4,Central,,,"The service is very time consuming, but otherwise the environment is even pleasant when it is not crowded ..."
Zé Latinhas,Tenham certeza de olhar bem a discriminação da cobrança na nota fiscal. Hoje minha conta dobrou por cobrança de couvert (opcional) e taxa de serviço (opcional) sem o menor aviso.,um ano atrás,3,Central,,,Make sure to look at the discrimination of the collection in the invoice. Today my account has doubled for cover charge (optional) and service fee (optional) without the lowest warning.
Zé Latinhas,"Lugar ótimo com gente alegre, equipe atenciosa e petiscos que são uma delícia.",8 meses atrás,5,Central,,,"Great place with joyful people, attentive team and snacks that are delicious."
Zé Latinhas,"Se vc tem 19 anos e se acha um socialista muito descolado, provavelmente vai amar. Se vc é mais velho e ama o lugar, provavelmente tem a maturidade de uma pessoa de 19 anos que se acha um socialista descolado. A cerveja é quente.",um ano atrás,3,Central,,,"If you are 19 years old and find yourself a very cool socialist, you will probably love. If you are older and love the place, you probably have the maturity of a 19 -year -old who thinks he is a cool socialist. The beer is hot."
Zé Latinhas,"Os roles do Zé latinhas são sempre muito bons, só quem já foi sabe o tanto que é legal.",8 meses atrás,5,Central,,,"The rollers of Zé Latinhas are always very good, only those who have already known how cool."
Zé Latinhas,"Comida ótima, ambiente alternativo, chop geladinho. O atendimento não é dos melhores, os garçons confundem os pedidos das mesas e demoram para repor o chop",um ano atrás,3,Central,,,"Great food, alternative environment, cold chop. The service is not the best, the waiters confuse the tables of the tables and take time to replace the chop"
Zé Latinhas,Petiscos deliciosos com preço bom e cerveja gelada. Além da música ao vivo nos domingos que é show!!,11 meses atrás,5,Central,,,Delicious snacks with good price and cold beer. In addition to live music on Sundays that is show !!
Zé Latinhas,"lugar de ótimo atendimento e de perfeita harmonia
0:32",um ano atrás,5,Central,,,"place of great service and perfect harmony
0:32"
Zé Latinhas,"Um lugar despojado, com bom preço, ótimo atendimento, cardápio variado  e bebida gelada. Ótimo Paraú happy hour descontraído.",um ano atrás,4,Central,,,"A stripped place with good price, great service, varied menu and cold drink. Great Parau Happy Hour relaxed."
Zé Latinhas,"Simplesmente perfeito. Trazendo vida de novo ao centro. Drinks, chás e pratos deliciosos com um preço justo. Já pode ser patrimonializado de tão perfeito",7 meses atrás,5,Central,,,"Simply perfect. Bringing life again to the center. Drinks, teas and delicious dishes at a fair price. Can already be patrimonialized so perfect"
Zé Latinhas,"Atendimento lento, mal educado e drinks fracos. Eu nunca avalio essas coisas aqui no Google, mas fiz questão de avaliar esse pra ver se toma vergonha na cara! Garçonetes mal educadas e grossas, tanta pessoa precisando de emprego e esse pessoal atendendo os outros mal.",um ano atrás,1,Central,,,"Slow care, rude and weak drinks. I never evaluate these things here on Google, but I made a point of evaluating this to see if it takes shame on your face! Happy and thick waitresses, so many people needing a job and these people serving others."
Zé Latinhas,"Muito bom, cerveja gelada, ambiente maravilhoso, os garçons muito gentis.",8 meses atrás,5,Central,,,"Very good, cold beer, wonderful atmosphere, very kind waiters."
Zé Latinhas,"Ambiente charmoso, aconchegante, ótimas músicas, opções de bebidas e comidas bem variadas e muito saborosas, tipo de lugar que vc tem vontade de marcar um boa conversa com um amigo e ficar por horas, realmente tem a cara do Centro!",2 anos atrás,5,Central,,,"Charming, cozy atmosphere, great songs, very varied and very tasty drink options, kind of place that you want to mark a good conversation with a friend and stay for hours, really has the face of the center!"
Zé Latinhas,"Precisam melhorar o atendimento, tem bons eventos culturais com preços relativamente acessíveis... Mas já fui mal atendido.",um ano atrás,3,Central,,,"They need to improve service, have good cultural events with relatively affordable prices ... but I've been poorly attended."
Zé Latinhas,Amo este restaurante. Visito a anos. Levei minha am8ga da Europa hoje e ela amou …,11 meses atrás,5,Central,,,I love this restaurant. I visit years. I took my am8ga from Europe today and she loved…
Zé Latinhas,Muito legal muita gente bonita !,5 meses atrás,5,Central,,,Very cool many beautiful people!
Zé Latinhas,"Lugar bem quente, comida mais ou menos e cerveja quente. Mas o ambiente é lindo só falta melhorar a qualidade.",um ano atrás,3,Central,,,"Very hot place, food more or less and hot beer. But the atmosphere is beautiful just need to improve the quality."
Zé Latinhas,Top atendimento..lugar muito agradável,4 meses atrás,5,Central,,,Top service..lugar very pleasant
Zé Latinhas,"Bar alternativo. Sempre movimentado, principalmente às sextas-feiras e finais de semana.",8 meses atrás,5,Central,,,"Alternative bar. Always busy, especially on Fridays and weekends."
Zé Latinhas,"Excelente pra Tomar uma gelada, no domingo aquele fim de tarde  …",7 meses atrás,5,Central,,,"Excellent to have a cold, on Sunday that late afternoon…"
Zé Latinhas,Total descontração... gosto muito,3 meses atrás,5,Central,,,Total relaxation ... I like it a lot
Zé Latinhas,Como assim sexta feira não tem cerveja gelada??? Chopp muito ruim...atendimento ruim,10 meses atrás,1,Central,,,How so no cold beer ??? Very bad draft beer ... bad service
Zé Latinhas,fui assaltado no caixa e infelizmente tentaram jogar a culpa em mim. segurança e atendimento podre,9 meses atrás,1,Central,,,I was robbed in the cashier and unfortunately tried to blame me. SECURITY AND RECORDERS
Zé Latinhas,"Comidinhas sucesso, barzinho delícia e cerveja gelada. O point do sucesso.",8 meses atrás,5,Central,,,"Successful food, barm bar and cold beer. The point of success."
Zé Latinhas,"O atendimento é ruim e isso descontrói toda coisa boa que possa existir no bar, pois você será mal atendido.",um ano atrás,1,Central,,,"The service is bad and this has been off all good things that can exist in the bar, because you will be poorly attended."
Zé Latinhas,"vc pergunta para a atendente se tem chopp escuro e ela responde ""tem pilsen e ipa"", vc pergunta de novo e ela responde a mesma coisa",9 meses atrás,1,Central,,,"You ask the attendant if you have dark beer and she answers ""has pilsen and iPa"", you ask again and she answers the same thing"
Zé Latinhas,Comida saborosa - por quilo. Restaurante com mais de 50 anos no mercado. Uma ótima opção para quem está caminhando pelo centro de Goiânia.,um ano atrás,4,Central,,,Tasty food - per kilo. Restaurant over 50 in the market. A great option for those who are walking through downtown Goiânia.
Zé Latinhas,Lugar muito agradável e de bom atendimento.,5 meses atrás,5,Central,,,Very nice place and good service.
Zé Latinhas,"Um bom rolê de domingo, caipirinha muito boa, galera legal",7 meses atrás,4,Central,,,"A good Sunday roll, very good caipirinha, cool guys"
Zé Latinhas,Alternativo e vivo .,uma semana atrás,5,Central,,,Alternative and alive.
Zé Latinhas,"Um ambiente extrovertido, fui com amigos(as) e foi bem divertido. Rola shows, samba e discotecagem.",8 meses atrás,5,Central,,,"An outgoing environment, I went with friends and it was a lot of fun. Roll shows, samba and disco."
Zé Latinhas,"Já foi melhor, qualidade caiu bastante.",7 meses atrás,3,Central,,,"It was better, quality fell a lot."
Zé Latinhas,Boa música instrumental ao vivo e uma batida com chá e outras coisas que te faz pedir mais!,um ano atrás,5,Central,,,Good live instrumental music and a beat with tea and other things that make you ask more!
Zé Latinhas,"Ótimo ambiente e atendimento. Ameii
",um ano atrás,5,Central,,,Great atmosphere and service. Ameii
Zé Latinhas,"Bom atendimento, preços justos, local respeitoso LGBTQIAPN+ friendly",9 meses atrás,4,Central,,,"Good service, fair prices, respectful place LGBTQIAPN+ Friendly"
Zé Latinhas,"Ambiente agradável, música boa, preços acessíveis e o mais importante: seguindo os protocolos de prevenção a Covid-19! Vale muito a pena conhecer o Zé Latinhas",2 anos atrás,5,Central,,,"Nice atmosphere, good music, affordable and most importantly: following the covid-19 prevention protocols! It is very worth knowing Zé Latinhas"
Zé Latinhas,"Um lugar acolhedor com ótimo atendimento!! Uma excelente oportunidade para ir ao Centro de Goiânia.  Ao lado do Cine Ritz, que espero, logo reabrirá para contribuir com o charme do local.",2 anos atrás,5,Central,,,"A welcoming place with great service !! An excellent opportunity to go to downtown Goiânia. Next to Cine Ritz, which I hope, will soon reopen to contribute to the charm of the place."
Zé Latinhas,"Ameiii o clima do lugar, bem a vontade e aquele bolinho de costelinha, passei dias falando dele rs",um ano atrás,5,Central,,,"Ameiii the mood of the place, very comfortable and that little cookie of ribs, spent days talking about him lol"
Zé Latinhas,"Música ao vivo, público alternativo.
Liberdade para ser quem vc é !",10 meses atrás,5,Central,,,"Live music, alternative audience.
Freedom to be who you are!"
Zé Latinhas,"Ambiente alternativo, música boa, chopp ipa de ótima qualidade, lugar indispensável no Centro. Parabéns!",um ano atrás,5,Central,,,"Alternative environment, good music, great quality IPA draft beer, indispensable place in the center. Congratulations!"
Zé Latinhas,"Ambiente agradável, atendimento bom fui pra almoçar, parece que a noite é mais legal.",um ano atrás,4,Central,,,"Nice atmosphere, good service I went to lunch, it seems that the night is cooler."
Zé Latinhas,"Lugar muito legal para o fim da tarde, porém a música é desanimada.",um ano atrás,4,Central,,,"Very cool place for the late afternoon, but the music is discouraged."
Zé Latinhas,"Restaurante maravilhoso! Lugar aconchegante, comida deliciosa e bebida bem geladinha! Recomendo!",um ano atrás,5,Central,,,"Wonderful restaurant! Cozy place, delicious food and very cold drink! I recommend!"
Zé Latinhas,"Drinks ótimos e baratos, música boa e um lugar muito bem frequentado",um ano atrás,5,Central,,,"Great and cheap drinks, good music and a very well frequented place"
Zé Latinhas,"Ambiente agradável, atendimento exelente, garçons gentis",9 meses atrás,5,Central,,,"Pleasant environment, excellent service, kind waiters"
Zé Latinhas,"Muito bom, ambiente agradável ótimo atendimento feira de disco da hora vlw...",um ano atrás,5,Central,,,"Very good, nice atmosphere great service disk of the time vlw ..."
Zé Latinhas,"Ambiente aconchegante, cerveja gelada, ótimo atendimento. Distanciamento social Respeitado, ótima localização no centro",um ano atrás,5,Central,,,"Cozy atmosphere, cold beer, great service. Respected social distancing, great location in the center"
Zé Latinhas,"Música boa, porém, atendimento ruim, mais de 30 min para entrega de pedido.",um ano atrás,1,Central,,,"Good music, however, bad service, more than 30 min for order delivery."
Zé Latinhas,"Maravilhoso, muita gente bonita, lugar agradável bebida boa",um ano atrás,5,Central,,,"Wonderful, a lot of beautiful people, pleasant good drink"
Zé Latinhas,"Lugar super alternativo, charmoso e convidativo! Bem no centro da cidade! Delícia de lugar",um ano atrás,5,Central,,,"Super alternative, charming and inviting place! Right in the city center! Place delight"
Zé Latinhas,Lugar super alto astral e comida excelente. Um dos points do centrão,um ano atrás,5,Central,,,Super high spirits and excellent food. One of the Points of the Center
Zé Latinhas,"Falta ter 600 e cerveja em lata, apenas chopp fica muito difícil :( mas ótimo lugar",um ano atrás,3,Central,,,"Missing 600 and beer in can, only draft beer is very difficult :( But great place"
Zé Latinhas,"Promove bons eventos, drinks acessíveis e gostosos, cerveja gelada e bom atendimento!",um ano atrás,5,Central,,,"Promotes good events, accessible and delicious drinks, cold beer and good service!"
Zé Latinhas,Dancei até as perna ficar mole foi incrível,8 meses atrás,5,Central,,,I danced until the leg was soft was amazing
Zé Latinhas,"Amei ... atendimento sensacional, comida boa e Chopp muito gelado",um ano atrás,5,Central,,,"I loved ... sensational service, good food and very cold beer"
Zé Latinhas,"Muito bom
",um ano atrás,5,Central,,,Very good
Zé Latinhas,Teve comemoração da vitória do Lula e foi lindo,8 meses atrás,5,Central,,,Had celebration of Lula's victory and it was beautiful
Zé Latinhas,"Tem que melhorar atendimento dos garçons, mas tudo que consumi estava ótimo!",um ano atrás,3,Central,,,"You have to improve waiters' service, but everything I consumed was great!"
Zé Latinhas,"Gosto do ambiente alternativo, só a bebida que deveria sair mais gelada.",um ano atrás,5,Central,,,"I like the alternative environment, only the drink that should come out colder."
Zé Latinhas,"Acredito q quando fui estavam em festa, ent estava meio desorganizado.",um ano atrás,3,Central,,,"I believe when I went to party, among it was a little disorganized."
Zé Latinhas,"Muito  bom ,chopp ótimo e barato,ótimas comidas  ,lugar bem higiênico",um ano atrás,5,Central,,,"Very good, great and cheap beer, great foods, very hygienic place"
